제목,작가,날짜,링크,유료,성인,미리보기,카테고리,장르,키워드,공,수,엔딩,AI제안장르,AI제안키워드,AI제안공,AI제안수,AI제안엔딩,요약,본문추출,AI원본응답,AI신뢰도,AI처리일시,정리메모,시리즈,시리즈명,시리즈회차,연재상태,상태근거,시리즈열통일,시리즈열통일메모,장르키워드5개제한,장르키워드5개제한메모
[혚쾌] 독립,훤,2020-08-01,https://www.postype.com/@oct-3lnd/post/7452785,X,X,훤 2020. 8. 1.  ·  SUNSET 구독 [혚쾌] 독립 장마 * 일제강점기를 배경으로 하고 있습니다. 불편하신 분들은 보지 않아 주셨으면 합니다. 독립 獨立 장마 w. 환,글,시대물,"비밀연애, 신분차이","다정공, 재벌공","강수, 능력수",,역사물,"일제강점기, 독립운동, 암살",,,,일제강점기 경성을 배경으로 독립운동을 하며 사랑을 키워가는 이야기,일제강점기를 배경으로 하고 있습니다. 우리는 그것을 살인이 아니라 독립운동이라고 부른다.,"{""id"":""469"",""category"":""글"",""genres"":[""시대물""],""keywords"":[""비밀연애"",""신분차이""],""top"":[""다정공"",""재벌공""],""bottom"":[""강수"",""능력수""],""ending"":[],""suggested_genres"":[""역사물""],""suggested_keywords"":[""일제강점기"",""독립운동"",""암살""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""일제강점기 경성을 배경으로 독립운동을 하며 사랑을 키워가는 이야기"",""evidence"":""일제강점기를 배경으로 하고 있습니다. 우리는 그것을 살인이 아니라 독립운동이라고 부른다."",""confidence"":0.95,""note"":""본문 텍스트 기반 분류""}",0.95,2026-06-14 22:11,,,,,,,,,,
[혚쾌] 노스텔지아,시공간,2020-07-31,https://www.postype.com/@nightflight01/post/7446920,X,X,시공간 2020. 7. 31.  ·  야간비행 [혚쾌] 노스텔지아 첫번째 쾌른전력 주제:여행 오다이바행 모노레일을 타고있으니 드디어 일본에 도착한것이 실감났다. 마치 몇년전 유학생,글,"첫사랑물, 재회물, 학원물","첫사랑, 짝사랑, 잔잔물, 일상물",다정공,단정수,,캠퍼스물,"유학생활, 추억",,,,일본 여행 중 대학 시절 유학지에서 만났던 승협과의 추억을 회상하는 이야기,오다이바행 모노레일을 타고있으니 드디어 일본에 도착한것이 실감났다. 마치 몇년전 유학생활을 하러,"{""id"":""470"",""category"":""글"",""genres"":[""현대물"",""첫사랑물"",""재회물""],""keywords"":[""첫사랑"",""짝사랑"",""잔잔물"",""일상물""],""top"":[""다정공""],""bottom"":[""단정수""],""ending"":[],""suggested_genres"":[""캠퍼스물""],""suggested_keywords"":[""유학생활"",""추억""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""일본 여행 중 대학 시절 유학지에서 만났던 승협과의 추억을 회상하는 이야기"",""evidence"":""오다이바행 모노레일을 타고있으니 드디어 일본에 도착한것이 실감났다. 마치 몇년전 유학생활을 하러"",""confidence"":0.9,""note"":""본문 텍스트 기반 분류""}",0.9,2026-06-14 22:11,genre: 학원물,,,,,,,,Y,"장르 현대물 제거: 현대물, 첫사랑물, 재회물, 학원물 -> 첫사랑물, 재회물, 학원물"
[혚쾌] 물망초 04,훤,2020-07-30,https://www.postype.com/@oct-3lnd/post/7438532,X,X,훤 2020. 7. 30.  ·  SUNSET 구독 [혚쾌] 물망초 04 날 잊지 마세요. * 08과 09는 물망초 03으로부터 약 2년 전 이야기입니다. [혚쾌] 물망초 04 물,글,"재회물, 피폐물, 학원물","재회, 상처, 후회, 피폐, 오해","후회공, 상처공, 다정공, 집착공, 재벌공","상처수, 무심수, 짝사랑수, 굴림수",사망,,"과거사, 사생아",,,,상처를 공유하던 연인의 비극적인 죽음과 그를 닮은 이를 만나며 겪는 감정,임 의원이 불구속되자마자 가족들이 있는 집에 불을 지르고 자신까지 목숨을 끊었다는 소식,"{""id"":""471"",""category"":""글"",""genres"":[""학원물"",""피폐물""],""keywords"":[""상처"",""죽음"",""상실"",""학원물""],""top"":[""상처공"",""다정공""],""bottom"":[""상처수""],""ending"":[""사망""],""suggested_genres"":[],""suggested_keywords"":[""과거사"",""사생아""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""상처를 공유하던 연인의 비극적인 죽음과 그를 닮은 이를 만나며 겪는 감정"",""evidence"":""임 의원이 불구속되자마자 가족들이 있는 집에 불을 지르고 자신까지 목숨을 끊었다는 소식"",""confidence"":0.9,""note"":""본문 텍스트 기반 분류""}",0.9,2026-06-14 22:11,,Y,물망초,4,완결,완결표기,Y,"장르: 학원물, 피폐물 -> 현대물, 재회물, 피폐물, 학원물 / 키워드: 상처, 죽음, 상실, 학원물 -> 재회, 상처, 후회, 피폐, 오해, 짝사랑, 첫사랑, 동거, 계약, 죽음, 상실, 학원물, 집착, 가정폭력, 신분차이, 미련 / 공: 상처공, 다정공 -> 후회공, 상처공, 다정공, 집착공, 재벌공 / 수: 상처수 -> 상처수, 무심수, 짝사랑수, 굴림수",Y,"장르 현대물 제거: 현대물, 재회물, 피폐물, 학원물 -> 재회물, 피폐물, 학원물 / 키워드 5개 제한: 재회, 상처, 후회, 피폐, 오해, 짝사랑, 첫사랑, 동거, 계약, 죽음, 상실, 학원물, 집착, 가정폭력, 신분차이, 미련 -> 재회, 상처, 후회, 피폐, 오해"
[혚쾌] 물망초 03,훤,2020-07-26,https://www.postype.com/@oct-3lnd/post/7408077,X,X,훤 2020. 7. 26.  ·  SUNSET 구독 [혚쾌] 물망초 03 날 잊지 마세요. * 전체적으로 약간의 수위가 있습니다. 주의해주세요. [혚쾌] 물망초 03 물망초 꽃말 ,글,"재회물, 피폐물, 학원물","재회, 상처, 후회, 피폐, 오해","후회공, 상처공, 다정공, 집착공, 재벌공","상처수, 무심수, 짝사랑수, 굴림수",,,가정폭력,,,,가정폭력에 시달리다 승협의 제안으로 그의 집에서 살게 된 회승의 이야기,뺨 누구한테 맞았어? ... 아버지요. 그니까 여기서 살아.,"{""id"":""472"",""category"":""글"",""genres"":[""학원물"",""피폐물""],""keywords"":[""상처"",""집착"",""동거"",""피폐"",""학원물""],""top"":[""집착공"",""재벌공""],""bottom"":[""상처수"",""굴림수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""가정폭력"",""스폰서""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""가정폭력에 시달리다 승협의 제안으로 그의 집에서 살게 된 회승의 이야기"",""evidence"":""뺨 누구한테 맞았어? ... 아버지요. 그니까 여기서 살아."",""confidence"":0.9,""note"":""본문 텍스트 기반 분류""}",0.9,2026-06-14 22:11,keyword: 가정폭력,Y,물망초,3,완결,완결표기,Y,"장르: 학원물, 피폐물 -> 현대물, 재회물, 피폐물, 학원물 / 키워드: 상처, 집착, 동거, 피폐, 학원물, 가정폭력 -> 재회, 상처, 후회, 피폐, 오해, 짝사랑, 첫사랑, 동거, 계약, 죽음, 상실, 학원물, 집착, 가정폭력, 신분차이, 미련 / 공: 집착공, 재벌공 -> 후회공, 상처공, 다정공, 집착공, 재벌공 / 수: 상처수, 굴림수 -> 상처수, 무심수, 짝사랑수, 굴림수",Y,"장르 현대물 제거: 현대물, 재회물, 피폐물, 학원물 -> 재회물, 피폐물, 학원물 / 키워드 5개 제한: 재회, 상처, 후회, 피폐, 오해, 짝사랑, 첫사랑, 동거, 계약, 죽음, 상실, 학원물, 집착, 가정폭력, 신분차이, 미련 -> 재회, 상처, 후회, 피폐, 오해"
[혚쾌] 물망초 02,훤,2020-07-24,https://www.postype.com/@oct-3lnd/post/7390198,X,X,훤 2020. 7. 24.  ·  SUNSET 구독 [혚쾌] 물망초 02 날 잊지 마세요. * 물망초 01의 5년 전 이야기 입니다. [혚쾌] 물망초 02 물망초 꽃말 ; 날 잊지,글,"재회물, 피폐물, 학원물","재회, 상처, 후회, 피폐, 오해","후회공, 상처공, 다정공, 집착공, 재벌공","상처수, 무심수, 짝사랑수, 굴림수",,,"가정폭력, 원조교제",,,,가난과 가정폭력 속에서 돈을 벌기 위해 방황하는 회승과 그에게 다가가는 승협,돈 벌려고요. 가난이 죄죠. 돈 주면 나랑도 할 거야?,"{""id"":""473"",""category"":""글"",""genres"":[""학원물"",""피폐물""],""keywords"":[""상처"",""학원물"",""피폐"",""신분차이""],""top"":[""집착공"",""재벌공""],""bottom"":[""상처수"",""굴림수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""가정폭력"",""원조교제""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""가난과 가정폭력 속에서 돈을 벌기 위해 방황하는 회승과 그에게 다가가는 승협"",""evidence"":""돈 벌려고요. 가난이 죄죠. 돈 주면 나랑도 할 거야?"",""confidence"":0.9,""note"":""본문 텍스트 기반 분류""}",0.9,2026-06-14 22:11,keyword: 가정폭력,Y,물망초,2,완결,완결표기,Y,"장르: 학원물, 피폐물 -> 현대물, 재회물, 피폐물, 학원물 / 키워드: 상처, 학원물, 피폐, 신분차이, 가정폭력 -> 재회, 상처, 후회, 피폐, 오해, 짝사랑, 첫사랑, 동거, 계약, 죽음, 상실, 학원물, 집착, 가정폭력, 신분차이, 미련 / 공: 집착공, 재벌공 -> 후회공, 상처공, 다정공, 집착공, 재벌공 / 수: 상처수, 굴림수 -> 상처수, 무심수, 짝사랑수, 굴림수",Y,"장르 현대물 제거: 현대물, 재회물, 피폐물, 학원물 -> 재회물, 피폐물, 학원물 / 키워드 5개 제한: 재회, 상처, 후회, 피폐, 오해, 짝사랑, 첫사랑, 동거, 계약, 죽음, 상실, 학원물, 집착, 가정폭력, 신분차이, 미련 -> 재회, 상처, 후회, 피폐, 오해"
[혚쾌] 물망초 01,훤,2020-07-04,https://www.postype.com/@oct-3lnd/post/7225102,X,X,훤 2020. 7. 4.  ·  SUNSET 구독 [혚쾌] 물망초 01 날 잊지 마세요. [혚쾌] 물망초 01 물망초 꽃말 ; 날 잊지 마세요 w. 환 01. - 띵동띵동 시간은 ,글,"재회물, 피폐물, 학원물","재회, 상처, 후회, 피폐, 오해","후회공, 상처공, 다정공, 집착공, 재벌공","상처수, 무심수, 짝사랑수, 굴림수",,,"구남친, 미련",,,,헤어진 후에도 취해서 찾아오는 승협과 그를 밀어내려는 회승의 갈등,그니까 애인 있는 사람 집에 찾아오지 마요. 우리 헤어졌잖아요,"{""id"":""474"",""category"":""글"",""genres"":[""현대물"",""피폐물""],""keywords"":[""상처"",""재회"",""집착"",""피폐""],""top"":[""집착공"",""후회공""],""bottom"":[""상처수"",""무심수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""구남친"",""미련""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""헤어진 후에도 취해서 찾아오는 승협과 그를 밀어내려는 회승의 갈등"",""evidence"":""그니까 애인 있는 사람 집에 찾아오지 마요. 우리 헤어졌잖아요"",""confidence"":0.9,""note"":""본문 텍스트 기반 분류""}",0.9,2026-06-14 22:11,keyword: 미련,Y,물망초,1,완결,완결표기,Y,"장르: 현대물, 피폐물 -> 현대물, 재회물, 피폐물, 학원물 / 키워드: 상처, 재회, 집착, 피폐, 미련 -> 재회, 상처, 후회, 피폐, 오해, 짝사랑, 첫사랑, 동거, 계약, 죽음, 상실, 학원물, 집착, 가정폭력, 신분차이, 미련 / 공: 집착공, 후회공 -> 후회공, 상처공, 다정공, 집착공, 재벌공 / 수: 상처수, 무심수 -> 상처수, 무심수, 짝사랑수, 굴림수",Y,"장르 현대물 제거: 현대물, 재회물, 피폐물, 학원물 -> 재회물, 피폐물, 학원물 / 키워드 5개 제한: 재회, 상처, 후회, 피폐, 오해, 짝사랑, 첫사랑, 동거, 계약, 죽음, 상실, 학원물, 집착, 가정폭력, 신분차이, 미련 -> 재회, 상처, 후회, 피폐, 오해"
[혚쾌] 스팽킹,굏,2020-06-20,https://www.postype.com/@rhlg11/post/4358481,X,O,굏 2020. 6. 20.  ·  STRIPSHOW 구독 [혚쾌] 스팽킹 쉼표님과 멘션대화중 나온 소재로 토끼수인 쾌 모티브 가볍게 보고싶은장면만! 성인 혚쾌 끌페스 조회 5천 5,그림,수인물,일상물,집착공,잔망수,,,"토끼수인, 스팽킹",,,,토끼수인 회승을 모티브로 한 가벼운 스팽킹 연성,토끼수인 쾌 모티브 가볍게 보고싶은장면만!,"{""id"":""475"",""category"":""그림"",""genres"":[""수인물"",""현대물""],""keywords"":[""일상물""],""top"":[""집착공""],""bottom"":[""잔망수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""토끼수인"",""스팽킹""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""토끼수인 회승을 모티브로 한 가벼운 스팽킹 연성"",""evidence"":""토끼수인 쾌 모티브 가볍게 보고싶은장면만!"",""confidence"":0.8,""note"":""미리보기 기준 분류""}",0.8,2026-06-14 22:11,,,,,,,,,Y,"장르 현대물 제거: 수인물, 현대물 -> 수인물"
[혚쾌] 목소리 -1-,굏,2020-06-20,https://www.postype.com/@rhlg11/post/4357777,X,X,"굏 2020. 6. 20.  ·  STRIPSHOW 구독 [혚쾌] 목소리 -1- 팬싸떡밥과 옥희인터뷰 중 쾌의 힘이 나는 말한마디가 ""너가 필요해""였던 점 혚쾌 끌페스 조회 1.2",글,리얼물,일상물,다정공,다정수,,,"아이돌, 팬싸인회",,,,팬싸인회와 인터뷰 떡밥을 기반으로 한 혚쾌 일상 이야기,팬싸떡밥과 옥희인터뷰 중 쾌의 힘이 나는 말한마디가,"{""id"":""476"",""category"":""글"",""genres"":[""리얼물"",""현대물""],""keywords"":[""일상물""],""top"":[""다정공""],""bottom"":[""다정수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""아이돌"",""팬싸인회""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""팬싸인회와 인터뷰 떡밥을 기반으로 한 혚쾌 일상 이야기"",""evidence"":""팬싸떡밥과 옥희인터뷰 중 쾌의 힘이 나는 말한마디가"",""confidence"":0.8,""note"":""미리보기 및 링크 텍스트 기준 분류""}",0.8,2026-06-14 22:11,,,,,,,,,Y,"장르 현대물 제거: 리얼물, 현대물 -> 리얼물"
[혚쾌] 1일 1혚쾌,굏,2020-06-07,https://www.postype.com/@rhlg11/post/3983319,X,X,굏 2020. 6. 7.  ·  STRIPSHOW 구독 [혚쾌] 1일 1혚쾌 혚쾌 끌페스 조회 958 9 0 0,그림,일상물,일상물,,,,,"로그, 팬아트",,,,혚쾌 캐릭터를 그린 일상 드로잉 로그,쾌의 뽀글머리는 그려도 학의 대머리를 그릴순 없었음ㅠ,"{""id"":""477"",""category"":""그림"",""genres"":[""현대물"",""일상물""],""keywords"":[""일상물""],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""로그"",""팬아트""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""혚쾌 캐릭터를 그린 일상 드로잉 로그"",""evidence"":""쾌의 뽀글머리는 그려도 학의 대머리를 그릴순 없었음ㅠ"",""confidence"":0.85,""note"":""링크 텍스트 기준 분류""}",0.85,2026-06-14 22:11,,,,,,,,,Y,"장르 현대물 제거: 현대물, 일상물 -> 일상물"
[혚쾌] 성인식 클리셰,굏,2020-05-31,https://www.postype.com/@rhlg11/post/2833888,X,O,굏 2020. 5. 31.  ·  STRIPSHOW 구독 [혚쾌] 성인식 클리셰 혚쾌 끌페스 조회 979 8 0 0,글,현대물,,,,,,"RPS, 끌페스",,,,성인식 클리셰를 다룬 혚쾌 RPS 소설,제목 [혚쾌] 성인식 클리셰,"{""id"":""478"",""category"":""글"",""genres"":[""현대물""],""keywords"":[],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""RPS"",""끌페스""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""성인식 클리셰를 다룬 혚쾌 RPS 소설"",""evidence"":""제목 [혚쾌] 성인식 클리셰"",""confidence"":0.8,""note"":""정보가 제한적이므로 제목과 태그 위주 분류""}",0.8,2026-06-14 22:12,,,,,,,,,,
[혚쾌] 신혼일기 -2-,굏,2020-05-31,https://www.postype.com/@rhlg11/post/3982197,X,X,굏 2020. 5. 31.  ·  STRIPSHOW 구독 [혚쾌] 신혼일기 -2- 신혼일기 1편 > http://posty.pe/jfo08m 혚쾌 끌페스 조회 871 6 0 0,글,현대물,"동거, 달달물",,,,,"RPS, 끌페스, 신혼",,,,혚쾌 커플의 신혼 일상을 다룬 달달한 소설,제목 [혚쾌] 신혼일기 -2-,"{""id"":""479"",""category"":""글"",""genres"":[""현대물""],""keywords"":[""동거"",""달달물""],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""RPS"",""끌페스"",""신혼""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""혚쾌 커플의 신혼 일상을 다룬 달달한 소설"",""evidence"":""제목 [혚쾌] 신혼일기 -2-"",""confidence"":0.85,""note"":""제목과 추천글 정황 참고""}",0.85,2026-06-14 22:12,,,,,,,,,,
[혚쾌] 햄찌쾌,굏,2020-05-31,https://www.postype.com/@rhlg11/post/2849313,X,X,굏 2020. 5. 31.  ·  STRIPSHOW 구독 [혚쾌] 햄찌쾌 팬케이크님과의 트윗대화내용'w` 혚쾌 끌페스 조회 710 5 0 0,글,수인물,"일상물, 달달물",,,,,"RPS, 끌페스, 햄스터수인",,,,회승이 햄스터로 변하거나 햄스터 수인인 설정을 다룬 혚쾌 소설,제목 [혚쾌] 햄찌쾌,"{""id"":""480"",""category"":""글"",""genres"":[""수인물""],""keywords"":[""일상물"",""달달물""],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""RPS"",""끌페스"",""햄스터수인""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""회승이 햄스터로 변하거나 햄스터 수인인 설정을 다룬 혚쾌 소설"",""evidence"":""제목 [혚쾌] 햄찌쾌"",""confidence"":0.85,""note"":""햄찌(햄스터) 키워드 기반 수인물 분류""}",0.85,2026-06-14 22:12,,,,,,,,,,
